label,spa_qura1,spa_qura2
0,lo que es confirmar los bienes recibidos,No puedo confirmar la recepción de los productos.
1,devolver la dirección de envío del vendedor,¿Cuál es su dirección de retorno?
0,teniendo problemas para iniciar sesión,Estoy teniendo problemas con mi pago.
1,cómo encontrar la calificación del vendedor,¿Cómo puedo ver la calificación de un vendedor?
0,El vendedor se niega a darme la garantía de un producto estropeado,¿Podéis darme el nombre y la dirección del vendedor?
1,cómo contactarse,¿Cómo me pongo en contacto con el vendedor?
0,¿Cómo puedo obtener un reembolso? Envié el producto de nuevo.,¿Cómo puedo obtener una factura?
0,pero necesita iniciar sesión para verificar,Necesito más tiempo para verificar
0,"La fecha límite para abrir una disputa ya ha terminado, ¿cómo puedo?",¿Cómo extiendo el plazo del pedido recibido?
0,"Hola, estoy en Hong Kong. ¿Tiene personal, tienda u oficina en Hong Kong?",¿Debo realizar mi compra en la oficina de correos?
0,acabo de enviar una publicación,Acabo de comprar un producto y necesito que se lo envíe a una dirección diferente
1,¿Cuándo puedo hablar con una persona real ???,y hablo con una persona real
0,No hemos recibido ninguna información sobre por qué este envío ha sido cancelado,¿Por qué no recibí ninguna actualización en mi disputa?
1,¿hablas portugués?,Habla usted Inglés
0,"¿Qué sucede con mi pedido cuando el estado de mi envío indica ""envío cancelado""?",mi disputa dice que espera el envío
1,no puedo hablar en vivo,chat en vivo cerrado por qué
0,"No puedo pagar con IDEAL, mi banco dijo que no hay nada de malo con mi IDEAL,",¿Cómo puedo pagar con una cuenta bancaria?
0,?Por qué no ha sido reembolsado mi pedido después de que fuera cancelado?,He recibido un email diciendo que mi pedido ha sido cancelado por falta de pago.
1,¿Qué significa el envío cancelado?,¿Qué significa espera de recibo?
0,he pagado por mi producto,¿Cuáles son las garantías de que recibiré el producto que pagué?
0,cómo usar cupones seleccionados,¿Cómo seleccionar un buen proveedor?
1,¿Cuál es mi estado de pago?,¿Cuál es el estado de mi orden?
0,¿cómo puedo abrir una disputa?,¿Puedo abrir una disputa final?
0,mi e-mail es,correo electrónico sobre soporte
0,envío rápido de mensajería,¿Qué es una reclamación de Fast-Track?
0,Quién es el vendedor,¿Quién es Lady Gaga?
0,"Entonces esto debe ser una broma, debes estar bromeando ...",¿Estás bromeando conmigo?
1,Quiero verificar si mi orden fue procesada,¿Necesito saber si mis pedidos se procesan?
0,recibido un paquete que no he ordenado,Quiero devolver el paquete
0,Ellos me envían eso,¿Me puede enviar un catálogo por correo
0,"Hola, la proteccion esta a punto de terminar y no he recibio mis productos, no puedo abrir disputa",¿Cómo puedo pagar todos mis productos en la cesta de la compra en un solo pago?
0,eres estúpido,estas ahi
0,No puedo hacer una apelación,¿Puedo hacer varias listas de deseos?
1,He recibido mis productos pero tienen el tamaño incorrecto. ¿Cómo puedo intercambiarlos?,Recibí Mi pedido pero el tamaño es incorrecto
1,no recibí mi pedido y el vendedor no responde,no recibí mi pedido
0,cuando abro una disputa,Necesito abrir una disputa
1,"Hola, deseo saber el estado de mi disputa",¿Cuál es el estado de mi disputa?
1,He recibido mis productos pero tienen el tamaño incorrecto. ¿Cómo puedo intercambiarlos?,¿Cómo puedo intercambiar bienes que he recibido?
0,¿Cómo agrego evidencia o respondo a mi disputa?,¿Qué puedo hacer si el vendedor no responde a mi disputa escalada?
0,¿Qué es Easy Returns?,¿Qué es EMS?
1,preferiría llamar,¿Te puedo llamar?
0,por qué el precio del producto no cambió,El proveedor cambia el precio de la orden sin mi permiso
0,el orden esta cerca,un pedido puede cerrarse sin que yo haya confirmado el recibo
0,cómo editar el perfil,¿Cómo edito la disputa escalada?
0,no se puede hacer un pedido,Quiero hacer un pedido por teléfono
1,No hablo inglés,no hables ingles
0,diferencia de pequeño paquete un correo aéreo registrado,¿Cuál es la diferencia entre Blue Form y Green Form?
0,Terminé la disputa,Accidentalmente cancelé la disputa
0,¿Cómo puedo agregar mi producto a la venta?,Cómo agregar producto a la lista de deseos
0,no sé dónde encontrar mi código de barras,No sé cómo usarlo.
0,No se puede pagar en efectivo?,¿Hay una opción para contra reembolso?
0,Pagué un extra para enviar el q s rápido resulta que ahora soy enviado desde China,No puedo responder a un correo electrónico enviado por mi vendedor.
0,necesito saber donde se encuentra el producto,¿Eliminaréis el producto si se agota?
0,es tu sitio seguro,Por qué su sitio no acepta mi dirección
0,Lo siento Los datos de mi tarjeta de crédito,Alguien usó mi tarjeta de crédito sin autorización
0,tengo que tener un reembolso,No he recibido mi reembolso
0,¡obtén más información sobre las nuevas funciones!,¿Cómo puedo saber más sobre el producto?
1,Quiero cambiar el tamaño,¿Cómo puedo cambiar el tamaño?
0,No puedo subir un video,No puedo subir documentos
1,Supongo que eres un robot,eres robot o humano?
0,cómo editar una disputa?,¿Cómo edito mi nombre?
0,"Hola, recibí un reembolso por un artículo que no se recibió y ahora se lo entregaron. ¿Qué puedo hacer para pagar?",Mi pedido ha sido cerrado por razones de seguridad. ¿Que puedo hacer?
0,Pero tengo una nueva dirección de correo electrónico,Puedo tener tu dirección de correo electrónico
0,cómo escanear el código qr,¿Cómo aplico un código de cupón?
0,intento hacer pagos y me aparece la leyenta No ha iniciado sesion o su sesion anterior ha expirado,Mi tarjeta de crédito ha sido robada y alguien la ha usado para comprar algo en su tienda.
0,"Puse la autorización y se aprobó, pero todavía no funciona",¿Cómo puedo estar seguro de que no me follarás?
0,tengo que tener un reembolso,"No recibí el reembolso, pero gané la disputa"
1,la orden está bajo el correo electrónico incorrecto,He ingresado un correo electrónico equivocado.
1,y tengo un problema con mi orden,tengo un problema con un pedido
0,Duplicar pagos para resolver,¿Cómo resolver mi problema de logística?
0,al parecer hay una confusion con un vendedor,Me gustaría enviar una consulta sobre compras al vendedor.
1,Cuándo recibiré mi reembolso,¿Cuándo recibiré el reembolso?
0,"Buenas, necesito justificante de pago de mi pedido 87037778480755",Necesito una copia de la factura de mi pago.
0,"hace unos meses compre unas pulseras de ambar, llegaron y todas las fotos de una sola canción, una sola foto, un par de venia malo de fabrica y que se giraba en solitario, el mensaje un mensaje al vendedor y me dijo que me enviara ambar para yo arreglarla",¿Cómo puedo poner todos los productos en la Cesta para tener una sola orden de pago?
0,hola compre un producto por esta pagina pague un costo de envio muy alto y aun no llega mi producto y no puedo localizar mi pedido,No puedo poner más de un producto en mi Cesta.
0,cómo usar la protección del comprador,¿Cómo extiendo el tiempo de protección del comprador?
0,¿Cuándo será cancelado el pedido?,¿Cuándo será aprobado el reembolso y cuándo lo recibiré?
0,guardar información de la tarjeta,Necesito alguna información
1,"La promoción comenzó, pero ¿por qué el precio del producto no cambió?",¿Por qué la promoción comienza 2 días?
0,"por favor, conocerte también",hablas muy rápido
0,¿Cuál es el nombre de usuario de mi cuenta?,¿Puedo cambiar mi apellido en esta cuenta?
1,habló con usted ayer sobre mi cuenta,puedo preguntarte sobre el
0,"compre un articulo el domingo, me dijeron que me lo enviarian ayer y no me contestan",No he recibido el pedido y el número de seguimiento que me dieron está mal.
1,No puedo subir foto en disputa,No puedo abrir disputa sin foto.
0,No voy a mi dirección de correo electrónico. ayuadame,No sé qué hacer para mi fin de semana.
1,Pagué 3 veces por la misma orden por error,¿Por qué pagué el mismo producto dos veces?
0,Aún no a llegado mi reembolso y ya pasó los días hábiles,"Pone que mi pedido ha salido de China, pero no ha llegado aún. ¿Qué puedo hacer?"
0,método de envío rápido,Quiero saber el tiempo de entrega de cada método de envío
1,contra reembolso disponible,¿Puedo comprar en efectivo en la entrega?
0,Amdeás tuve que crear una nueva cuenta porque fue imposible acceder a la cuenta anterior.,No puedo acceder a mi cuenta.
0,"Sí, está en camino, pero lleva 3 semanas",iniciar sesión toma demasiado tiempo
1,"Si su pedido muestra 'Pedido cancelado', significa",¿Por qué muestra que su pedido ha sido cerrado?
0,cómo confirmar la entrega,¿Cómo cambiar las opciones de entrega?
0,¿Cuánto tiempo está llegando mi pedido? ¿Se terminó? ¿Tendré el reembolso?,Me han cobrado demasiado
0,cómo agregar comentarios adicionales en dispositivos móviles,¿Cómo usar el cupón de la aplicación móvil?
1,Quiero una persona real y amp; NO es un robot.,Necesito una persona real
0,como funcionan las disputas,"He recibido el pedido, pero los artículos no funcionan."
0,"Hola, recibí un reembolso por un artículo que no se recibió y ahora se lo entregaron. ¿Qué puedo hacer para pagar?",ahora tenía un correo electrónico que decía que mi pedido se canceló porque no pagué
1,?Cómo puedo saber si mi pedido ha sido cancelado o no?,¿Cómo saber si mi pedido está cancelado o no?
0,"Pago por comprar con la tarjeta maestra, pero me enfrenté al siguiente error",¿Puedo usar mi tarjeta prepaga de débito maestro?
1,quiero cancelar mi pedido,Quiero cancelar un pedido.
0,"ido mi producto, me informaron de correos de chile lo siguiente",¿Tengo que coger mi compra en la oficina de correos?
1,No puedo iniciar sesión?,No puedo iniciar sesión
0,mi envío cancelado,¿Por qué mi pedido no ha sido cancelado?
0,"¡Hola! ¿puedo saber qué significa ""entrega fallida"" en el estado del paquete?",Quiero saber el estado de la mediación.
0,¿Qué pasará cuando abra una disputa?,¿Qué pasará si el vendedor no responde a mi disputa?
0,he estado usando tu servicio por años. ahora no puedo entrar para firmar que dicen que mi contraseña es incorrecta,"¿Por qué lo ingresé, digo que no tengo autorización para iniciar sesión?"
0,¿Puedes ver si he pagado por favor? Si es así lo necesito rastreado.,No puedo ver el orden que pagué
0,¿Qué pasará cuando abra una disputa?,¿Cuándo recibiré un reembolso después de abrir la disputa?
0,Confirmación de tarjeta de crédito,Alguien usó mi tarjeta de crédito.
0,cómo tener una cuenta de desarrollador por favor?,Quiero reactivar mi cuenta Por favor ayuda.
0,Cómo restablecer su contraseña,cómo eliminar tu pedido
0,80063124149465 numero de pedido,¿Cómo cancelo la confirmación de un pedido?
0,¿Por qué no puedo pagar?,no puedo hablar inglés
1,pero me gustaría saber si es posible obtener muestras o pagar muestras de algunos de los productos antes de comprar grandes cantidades,¿Puedo pedir muestras?
0,¿Puedo saber si podré eliminar mi cuenta?,¿Cómo puedo eliminar mi tarjeta de mi cuenta?
0,"Hola. Tengo la cuenta desactivada debido a una disputa que no fue aceptada, aún siendo una razón verdadera. Me gustaria que me la volvieran a activar.",Cómo cancelar una disputa aceptada.
0,"cuando recibí el pedido, el color era de veinte días incorrecto",No recibí el pedido y el número de seguimiento proporcionado es incorrecto.
1,he visto en mi pedido que lo han mandado de nuevo al remitente,La información de seguimiento sugiere que los productos han sido devueltos al remitente.
1,quiero enviar la orden en china,Quiero enviar a China
0,"Hola. Compré un vestido el mes pasado, pagué y ya fue enviado. Sin embargo, hoy fui a ver dónde estaba el vestido y vi que la solicitud había sido cancelada. ¿Que pasó?",Traje un vestido pero no recibí mi vestido
0,Solicito una disputa,quiero cerrar una solicitud
0,"Hice un pedido y lo cancelé, pero me dedujeron",Acabo de hacer un pedido
0,Necesito hablar con Maria,Necesito hablar con el representante de ventas
0,Banco Konto BLZ,Su banco rechazó la transacción
0,que mierda es eso que estas haciendo alli,como estas
0,No he recibido mi orden..?,Abrí la disputa porque no recibí mi número de pedido
1,cambiar el tamaño,¿Puedo cambiar el tamaño?
0,orden no recibido vendedor no respuesta,el vendedor no responde mis mensajes
0,pago por orden,No pago mi orden
0,entregarás a la compañía,Me gustaría que mi producto se entregue en una nueva dirección
0,recibo el pedido después de obtener el reembolso,"Si cancelo un pedido, ¿recibiré un reembolso?"
1,Ya estamos otra vez dando vueltas sin entendernos. Podria atenderme alguien?,¿Por qué mi pago está siendo verificado otra vez si ya ha sido confirmado?
0,aller cancele varios pedidos ya que la oferta empezava hoy y no aller,¿Pueden borarme de la lista hoy?
0,"cuando recibí el pedido, el color era de veinte días incorrecto",El vendedor envió un color incorrecto
0,"Recibí un artículo por el que me enviaron un reembolso, ¿cómo pago ahora?",Si ordeno ahora con UPS cuántos días vienen los artículos en mi país
0,y puedo; t verificar el seguimiento,¿Dónde puedo consultar mis pedidos anteriores?
0,¡Acabo de leer que rechazaste mi apelación!,por favor lee mi pregunta
0,¿Cuál es el significado de órdenes canceladas finalizadas?,que pasa con mis ordenes
1,Me enviaron un producto defectuoso. Ambos productos no son lo mismo. Solo exijo la tarifa.,"El producto que compré está defectuoso, ¿qué debo hacer?"
0,¿Puedo presentarle un amigo?,¿Puedo hablar contigo?
0,¿Cómo puedo presentar una apelación?,¿Cómo presento una queja?
0,este es mi ID de pedido,Quiero cambiar mi nombre ID
0,como ativar um pedido anulado,Hice un pedido y los artículos recibidos no son como los describían.
1,?Cómo puedo recibir un reembolso con la tarjeta de crédito?,¿Cómo recibo un reembolso por tarjeta de crédito?
